Timestamp,Type
0.347210884,k
0.41632653,m
0.671201814,hc
0.700589569,m
0.987755102,hc
1.291609977,hc
1.600725623,hc
1.774149659,sk
1.888435374,ho
2.114285714,sk
2.230566893,sk
2.520453514,hc
2.680816326,sk
2.836734693,ho
2.941315192,hc
3.005532879,hc
3.086439909,hc
3.173151927,sk
3.272562358,ho
3.361814058,k
3.479727891,sk
3.776145124,hc
3.918367346,sk
4.030113378,hc
4.186122448,sk
4.305124716,hc
4.411065759,hc
4.47600907,k
4.584489795,sk
4.748843537,k
4.855147392,ho
5.05324263,k
5.167165532,k
5.241904761,m
5.497324263,hc
5.535056689,m
5.724081632,br
5.811224489,sk
6.103945578,hc
6.25,sk
6.383673469,hc
6.501950113,hc
6.564353741,sk
6.667029478,hc
6.697142857,k
6.812244897,k
6.846938775,ho
7.026575963,sk
7.178684807,br
7.327346938,s
7.483356009,k
7.644444444,sb
7.770408163,hc
7.841836734,sk
7.927437641,hc
8.096938775,k
8.255056689,sk
8.415306122,br
8.559183673,hc
8.585986394,k
8.721995464,k
8.868571428,sk
9.005034013,hc
9.080362811,hc
9.167165532,hc
9.3123356,k
9.458140589,sk
9.598548752,hc
9.633378684,k
9.755827664,hc
9.921950113,k
10.0830839,k
10.15727891,m
10.39092971,hc
10.41814059,m
10.57741497,sk
10.6285941,v
10.68877551,v
10.72712018,sk
11.01696145,hc
11.16263039,sk
11.30306122,?
11.46594104,sk
11.56471655,k
11.59514739,ho
11.78820862,k
11.92814059,sk
12.21773243,sk
12.30802721,sk
12.390839,sk
12.47290249,k
12.53265306,sk
12.65306122,hc
12.71836735,sk
12.79285714,sk
12.86251701,sk
12.91340136,hc
12.93734694,k
13.0060771,k
13.13589569,sk
13.28544218,br
13.41569161,hc
13.55755102,sk
13.70993197,hc
13.86594104,sk
13.99873016,k
14.03555556,ho
14.13950113,k
14.19464853,k
14.30585034,sk
14.48417234,k
14.5814059,m
14.81505669,k
14.92462585,k
14.97723356,m
15.25768707,hc
15.30049887,m
15.60235828,hc
15.63791383,m
15.84689342,?
15.90204082,hc
16.15310658,?
16.21188209,hc
16.50956916,hc
16.66326531,br
16.81814059,sk
17.09061224,hc
17.25294785,sk
17.37539683,hc
17.5138322,sk
17.64693878,hc
17.73038549,hc
17.79920635,hc
17.87528345,sk
18.03752834,k
18.14217687,ho
18.3452381,sk
18.47244898,s
18.62965986,hc
18.71417234,sk
18.80888889,ho
18.94455782,k
19.0962585,sk
19.25623583,hc
19.38911565,hc
19.53414966,sk
19.6615873,hc
19.80997732,sk
19.94285714,ho
20.10303855,hc
20.25251701,sk
20.7962585,br
20.95510204,k
21.01337868,x
21.08900227,x
21.18276644,sk
21.30328798,x
21.49081633,sk
21.63265306,x
21.70736961,x
21.78344671,x
21.93866213,sk
22.06405896,x
22.14489796,x
22.23390023,x
22.33877551,k
22.3755102,x
22.51235828,x
22.6553288,sk
22.80126984,x
22.86811791,x
22.94539683,x
23.10031746,sk
23.21020408,k
23.25777778,x
23.38031746,x
23.45714286,x
23.54367347,x
23.6430839,k
23.6860771,x
23.84834467,sk
23.99591837,x
24.07283447,x
24.1568254,x
24.30321995,sk
24.43265306,x
24.51147392,x
24.59183673,x
24.70585034,k
24.74693878,x
24.87573696,x
25.06612245,sk
25.22258503,s
25.3752381,sk
25.53659864,k
25.62004535,m
25.71655329,k
25.76394558,ho
25.84825397,m
26.05278912,hc
26.09424036,m
26.28852608,sk
26.37287982,sk
26.62521542,ho
26.81650794,hc
26.90312925,hc
26.97315193,ho
