Timestamp,Type
0.208979591,k
0.35446712,hc
0.512290249,k
0.651609977,hc
0.790929705,sk
0.940770975,hc
1.074285714,hc
1.211428571,sk
1.35292517,hc
1.487891156,sk
1.63446712,k
1.786122448,hc
1.929705215,sk
2.082086167,k
2.216666666,hc
2.365646258,sk
2.509183673,k
2.665419501,hc
2.815646258,k
2.958049886,hc
3.090997732,sk
3.234807256,sk
3.299773242,sk
3.365873015,sk
3.506099773,sk
3.65723356,hc
3.798367346,sk
3.948662131,k
4.092879818,hc
4.234285714,sk
4.383854875,k
4.527165532,hc
4.670589569,sk
4.819591836,k
4.969614512,hc
5.119818594,k
5.254331065,hc
5.398820861,sk
5.547142857,hc
5.686621315,hc
5.834331065,sk
6.000997732,hc
6.136780045,sk
6.296780045,k
6.435827664,hc
6.591292517,sk
6.737142857,k
6.876916099,hc
7.025759637,sk
7.186031746,k
7.328072562,hc
7.481179138,k
7.621224489,hc
7.760453514,sk
7.905034013,sk
7.960997732,k
8.040022675,hc
8.171428571,sk
8.322448979,hc
8.460204081,sk
8.62063492,k
8.766893424,k
8.913492063,sk
9.058163265,k
9.200566893,hc
9.338208616,sk
9.473129251,m
9.642517006,m
9.902947845,k
10.05340136,sk
10.21519274,ho
10.34580499,hc
10.49455782,k
10.53460317,ho
10.79655329,k
10.8524263,ho
11.09591837,k
11.22721088,sk
11.46344671,x
11.68453515,x
11.79444444,sk
11.87959184,k
12.05634921,m
12.34263039,k
12.47845805,sk
12.63582766,hc
12.78696145,hc
12.80680272,k
12.93015873,k
12.96979592,ho
13.25068027,k
13.28907029,ho
13.53956916,k
13.67891156,sk
13.84659864,t
13.91712018,t
13.99369615,t
14.1752381,k
14.31909297,k
14.34938776,m
14.47020408,m
14.78503401,k
14.92802721,sk
15.07120181,hc
15.22648526,hc
15.37782313,k
15.43346939,ho
15.6952381,k
15.74496599,ho
16.00816327,k
16.16836735,sk
16.39274376,x
16.57469388,x
16.79891156,k
16.94489796,m
17.27473923,k
17.42190476,sk
17.57569161,hc
17.72546485,sk
17.86394558,k
17.91503401,ho
18.17886621,k
18.22931973,ho
18.38675737,sk
18.47959184,k
18.62530612,sk
18.79673469,t
18.86621315,t
18.92752834,t
19.10045351,k
19.24546485,k
19.40929705,m
19.73673469,k
19.87947846,sk
20.05714286,hc
20.17777778,hc
20.3585034,k
20.39909297,ho
20.66927438,k
20.73469388,m
20.9845805,k
21.15238095,sk
21.17188209,ho
21.46247166,hc
21.61802721,hc
21.77981859,k
21.92965986,m
22.24807256,k
22.39229025,sk
22.55975057,hc
22.70646259,hc
22.86179138,k
22.90344671,ho
23.1755102,k
23.22249433,m
23.5014966,k
23.6569161,sk
23.81303855,k
23.96428571,hc
24.12086168,hc
24.29138322,s
24.44857143,m
24.75487528,k
24.90623583,sk
25.0654195,hc
25.219161,hc
25.24399093,sk
25.37263039,k
25.43056689,ho
25.69705215,k
25.73351474,ho
25.99435374,k
26.13920635,sk
26.30231293,t
26.38594104,t
26.46594104,t
26.62702948,k
26.78276644,m
26.92961451,m
27.24498866,k
27.38657596,sk
27.51428571,ho
27.7569161,t
27.84798186,k
27.91954649,ho
28.16360544,k
28.2276644,m
28.46344671,k
28.62029478,sk
28.93866213,hc
28.97342404,k
29.08462585,hc
29.15582766,k
29.24743764,s
29.34058957,v
29.75707483,s
29.89673469,sk
30.04943311,hc
30.17755102,hc
30.37478458,s
30.41687075,m
30.68417234,s
30.72492063,m
31.00217687,s
31.14188209,sk
31.31904762,k
31.4638322,m
31.60804989,m
31.7785034,k
31.94267574,m
32.42988662,sk
32.73659864,s
32.89179138,m
33.20435374,m
33.5347619,k
33.6769161,sk
33.84036281,m
33.91564626,m
34.13367347,m
34.31800454,k
34.47464853,m
34.94743764,sk
35.12136054,hc
35.2730839,hc
35.40462585,k
35.44217687,m
35.72807256,k
35.76022676,m
36.04263039,k
36.19102041,sk
36.35424036,k
36.50453515,s
36.65238095,s
36.82619048,k
36.98412698,m
37.44752834,sk
37.61052154,hc
37.75564626,hc
37.90929705,k
37.94721088,m
38.22358277,s
38.38310658,hc
38.55079365,k
38.69172336,sk
38.71056689,ho
39.03129252,hc
39.18628118,hc
39.34002268,m
39.50884354,m
39.84421769,k
39.9946712,sk
40.15199546,hc
40.31562358,hc
40.46712018,m
40.75637188,m
40.94394558,s
41.10956916,hc
41.25024943,sk
41.38086168,ho
41.56424036,hc
41.71133787,sk
41.86557823,k
42.00489796,m
42.35292517,k
42.49671202,sk
42.65181406,hc
42.80147392,hc
42.83639456,sk
42.95884354,m
43.2639229,ho
43.43133787,hc
43.59120181,k
43.77165533,sk
43.91582766,ho
44.05510204,hc
44.24634921,sk
44.39800454,m
44.54825397,m
44.86328798,k
45.01260771,sk
45.17657596,hc
45.28761905,hc
45.33750567,k
45.47639456,m
45.77272109,m
45.90294785,m
46.10884354,m
46.26811791,sk
46.39346939,ho
46.59510204,hc
46.74675737,hc
46.90918367,m
47.06653061,m
47.39154195,k
47.53421769,sk
47.71020408,hc
47.83927438,hc
47.99566893,m
48.31319728,m
48.63820862,k
48.81088435,sk
48.85816327,ho
49.46526077,m
49.93814059,k
50.12462585,m
50.33560091,k
50.72907029,k
50.92426304,sk
51.12199546,k
51.26712018,ho
51.45265306,sk
51.56485261,k
51.75741497,sk
51.95972789,k
52.15736961,sk
52.34596372,k
52.46557823,sk
52.66947846,sk
52.77206349,k
52.82244898,m
53.21274376,k
53.40578231,sk
53.6260771,k
53.75657596,?
54.781678,?
55.20564626,sk
55.76326531,br
