Timestamp,Type
0.45510204,k
0.904081632,hc
1.118367346,k
1.21632653,hc
1.376507936,sk
2.191836734,k
2.272653061,hc
2.388752834,sk
2.516780045,k
2.61755102,hc
2.718367346,sk
2.859682539,k
3.111224489,sk
3.465578231,ho
3.822585034,ho
4.082653061,k
4.170408163,ho
4.611224489,hc
4.840816326,k
4.951020408,hc
5.090975056,sk
5.404444444,ho
5.777414965,ho
6.036825396,k
6.121723356,hc
6.220408163,sk
6.334693877,t
6.431201814,t
6.531337868,sk
6.672834467,k
6.905759637,sk
7.104081632,hc
7.302040816,hc
7.476507936,t
7.566802721,t
7.681632653,k
7.874489795,hc
8.054081632,hc
8.211224489,k
8.399818594,sk
8.594897959,ho
8.744897959,hc
8.957142857,k
9.151020408,hc
9.336734693,hc
9.510204081,k
9.694897959,hc
9.882993197,sk
10.09922902,hc
10.25306122,hc
10.44675737,t
10.52058957,t
10.63979592,k
10.82142857,hc
10.99591837,hc
11.15918367,k
11.3538322,sk
11.5570068,hc
11.7231746,hc
11.91836735,sk
12.10340136,hc
12.27247166,hc
12.47274376,k
12.65342404,hc
12.84498866,sk
13.01836735,hc
13.1244898,hc
13.22344671,hc
13.3062585,hc
13.48884354,t
13.61124717,k
13.6678458,ho
14.05678005,hc
14.23528345,k
14.44281179,sk
14.64598639,hc
14.81723356,hc
15.00789116,k
15.19845805,hc
15.38004535,hc
15.56512472,k
15.76018141,hc
15.93396825,sk
16.15510204,hc
16.31836735,hc
16.50997732,t
16.58879819,t
16.6875737,k
16.87863946,hc
17.04526077,hc
17.22235828,k
17.42802721,sk
17.62040816,ho
17.79505669,hc
17.96530612,k
18.0622449,t
18.16326531,k
18.36988662,sk
18.58027211,hc
18.7399093,k
18.93587302,sk
19.12852608,k
19.30376417,sk
19.47501134,sk
19.67478458,k
19.7276644,ho
20.08185941,hc
20.25147392,k
20.45387755,sk
20.63709751,hc
20.81632653,hc
21.00136054,k
21.20054422,hc
21.37977324,hc
21.58793651,k
21.75904762,hc
21.94575964,sk
22.13979592,hc
22.29693878,hc
22.49188209,t
22.57170068,t
22.67945578,k
22.738322,ho
23.1938322,br
23.54575964,sk
23.72789116,hc
23.90240363,hc
24.07256236,k
24.24634921,hc
24.41360544,hc
24.59283447,k
24.77133787,hc
24.93823129,sk
25.10843537,hc
25.20321995,hc
25.28802721,hc
25.35986395,hc
25.52399093,t
25.64920635,k
25.70358277,ho
26.08222222,hc
26.250839,k
26.43301587,sk
26.60353741,ho
26.78163265,hc
26.95873016,k
27.14380952,hc
27.30843537,hc
27.49151927,k
27.66530612,hc
27.8523356,sk
28.03809524,hc
28.19845805,hc
28.3660771,t
28.43573696,t
28.53664399,k
28.71174603,hc
28.85442177,hc
29.02748299,sk
29.22303855,sk
29.39210884,hc
29.56770975,hc
29.73442177,t
29.80575964,t
29.91102041,k
30.08367347,hc
30.23163265,hc
30.40290249,sk
30.59519274,sk
30.76426304,hc
30.94058957,hc
31.09931973,t
31.16217687,t
31.28163265,k
31.34040816,ho
31.65460317,hc
31.82417234,k
31.99346939,sk
32.16544218,hc
32.30548753,hc
32.48326531,sk
32.64145125,ho
32.80108844,hc
32.98321995,k
33.15519274,hc
33.32861678,sk
33.5122449,ho
33.65612245,hc
33.7814059,t
33.85977324,t
33.95918367,k
34.15219955,sk
34.3415873,hc
34.49977324,k
34.67755102,sk
34.83283447,ho
34.99827664,hc
35.15609977,t
35.23092971,t
35.32190476,k
35.51709751,sk
35.69922902,hc
35.86612245,k
36.04535147,sk
36.22346939,hc
36.37346939,hc
36.54843537,t
36.62176871,t
36.74049887,k
36.80653061,ho
