Timestamp,Type
0.529705215,sb
1.852222222,sb
2.942675736,k
3.260113378,hc
3.414693877,hc
3.57217687,s
3.736893424,hc
3.876054421,hc
4.027573696,sk
4.167755102,k
4.336190476,sk
4.462086167,k
4.621768707,sk
4.766190476,sb
5.062448979,hc
5.20340136,sk
5.381383219,k
5.66494331,hc
5.814739229,sk
5.96664399,sb
6.286122448,hc
6.440702947,sk
6.596281179,k
6.751496598,sk
6.880907029,k
7.031814058,sk
7.163015873,sb
7.801904761,br
8.303129251,k
8.54494331,sk
8.749115646,sb
8.980249433,sk
9.172040816,sb
9.382607709,sk
9.562607709,sb
9.779387755,sk
9.998730158,k
10.21208617,sk
10.39902494,sb
10.62750567,sk
10.8024263,sb
10.99918367,sk
11.19716553,sb
11.41900227,sk
