Timestamp,Type
0.069841269,k
0.351020408,hc
0.640725623,sb
0.927346938,hc
1.211746031,hc
1.403809523,k
1.49909297,hc
1.781768707,sb
2.053514739,hc
2.210249433,k
2.321269841,k
2.610068027,hc
2.891927437,sb
3.177278911,hc
3.473605442,hc
3.667664399,k
3.765941043,hc
4.042811791,sb
4.317460317,hc
4.488707482,k
4.583038548,k
4.863129251,hc
5.123469387,sb
5.420408163,hc
5.702040816,hc
5.874489795,sb
6.012244897,hc
6.163990929,k
6.258276643,sb
6.537641723,hc
6.683310657,k
6.774104308,ho
7.047482993,hc
7.345306122,sb
7.622675736,hc
7.874104308,hc
8.053696145,k
8.159455782,hc
8.325578231,k
8.411383219,sb
8.592471655,k
8.681768707,hc
8.823446712,k
8.921723356,ho
9.182630385,hc
9.449024943,sb
9.714421768,k
9.973469387,k
10.0845805,k
10.13197279,k
10.24621315,k
10.47142857,s
10.57959184,sb
10.75555556,k
10.82639456,k
11.00408163,k
11.09115646,ho
11.37269841,hc
11.61868481,sb
11.89950113,hc
12.16072562,k
12.32979592,?
12.49897959,k
12.61278912,k
12.70712018,?
12.91755102,k
13.02058957,t
13.16108844,t
13.23492063,k
13.50580499,hc
13.76371882,sb
14.05455782,hc
14.29900227,k
14.45464853,sb
14.6,s
14.76244898,k
14.87718821,sb
15.1377551,hc
15.26829932,k
15.33814059,k
15.40848073,k
15.54866213,sb
15.82253968,k
15.91437642,sb
16.09941043,?
16.1785034,hc
16.29496599,hc
16.35918367,t
16.47165533,k
16.61097506,sb
16.76326531,hc
16.89034014,k
16.98068027,sb
17.16598639,?
17.24013605,k
17.37151927,k
17.47156463,sb
17.49922902,ho
17.74439909,hc
18.01578231,hc
18.28095238,hc
18.52190476,sb
18.79328798,hc
18.94244898,k
19.03324263,sb
19.31560091,hc
19.55006803,sb
19.78952381,sb
20.04394558,sb
20.31882086,sb
20.57823129,sb
20.82117914,hc
20.97183673,k
21.06961451,sb
21.87755102,br
22.24489796,br
22.65251701,ho
22.95800454,hc
23.21015873,k
23.45977324,hc
23.62956916,sk
23.7629932,sb
24.04752834,hc
24.31927438,hc
24.60154195,hc
24.7753288,sk
24.91283447,sb
25.17115646,hc
25.44181406,k
25.68126984,hc
25.9014966,sk
25.94394558,s
26.26975057,hc
26.54258503,hc
26.79219955,hc
26.99591837,sk
27.0829932,s
27.36131519,k
27.52444444,k
27.58580499,k
27.869161,hc
28.05548753,sk
28.13904762,s
28.40238095,hc
28.6755102,hc
28.93673469,hc
29.12761905,sk
29.21136054,s
29.48473923,hc
29.63589569,k
29.72619048,k
30.00705215,hc
30.21791383,s
