Timestamp,Type
0.536825396,x
0.758503401,x
1.018140589,x
1.197414965,x
1.363265306,x
1.550929705,x
1.757823129,v
2.657641723,v
3.065306122,v
5.484988662,k
5.656235827,ho
5.874648526,k
6.027029478,ho
6.279546485,sb
6.455147392,hc
6.582131519,ho
6.797641723,sb
6.973968253,hc
7.10095238,ho
7.310204081,k
7.43909297,ho
7.667664399,sb
7.833106575,ho
7.990566893,ho
8.150929705,ho
8.342494331,k
8.475283446,ho
8.662494331,k
8.806893424,ho
9.023129251,sb
9.182766439,ho
9.32861678,ho
9.520181405,sb
9.682721088,hc
9.833650793,ho
10.04693878,k
10.08163265,k
10.11836735,k
10.14693878,k
10.18163265,k
10.2122449,k
10.24489796,k
10.40435374,sb
10.58195011,ho
10.73210884,ho
10.89773243,ho
11.08031746,k
11.21950113,hc
11.40507937,k
11.54426304,ho
11.77024943,sb
11.93437642,ho
12.07056689,hc
12.26312925,sb
12.43324263,hc
12.57591837,sb
12.75800454,k
12.89569161,hc
13.08027211,sb
13.27882086,br
14.41741497,sb
14.58176871,ho
14.72653061,ho
14.9322449,sb
15.09623583,ho
15.23519274,ho
15.42603175,k
15.56897959,hc
15.75800454,sb
15.94049887,br
16.46961451,k
16.60090703,sk
16.66326531,sk
16.75941043,sk
16.82154195,sk
16.9324263,k
17.09750567,sb
17.28276644,hc
17.35011338,sk
17.43469388,hc
17.49637188,sk
17.58095238,hc
17.64875283,sk
17.72970522,k
17.81473923,sk
17.8706576,sk
17.95623583,k
18.03764172,sk
18.09818594,sk
18.19591837,k
18.35941043,sb
18.55714286,hc
18.63378685,sk
18.70907029,hc
18.85963719,sk
18.93378685,sk
18.94893424,k
19.00907029,k
19.14829932,sk
19.22063492,sk
19.27981859,hc
19.38367347,sk
19.46802721,k
19.61405896,sb
19.79637188,hc
19.87369615,hc
19.94580499,hc
20.01723356,sk
20.08027211,hc
20.15986395,sk
20.2324263,k
20.33265306,hc
20.38866213,sk
20.46712018,k
20.55306122,hc
20.61451247,sk
20.71179138,k
20.87346939,sb
21.0521542,hc
21.12857143,sk
21.20748299,hc
21.27800454,sk
21.35578231,hc
21.4276644,sk
21.5138322,k
21.65056689,sk
21.72721088,sk
21.80566893,hc
21.86439909,sk
21.95986395,k
22.10848073,sb
22.27936508,hc
22.3569161,sk
22.42721088,hc
22.50013605,sk
22.56770975,hc
22.64426304,sk
22.73160998,k
22.86952381,sk
22.94839002,k
23.09310658,sk
23.16929705,k
23.3476644,sb
23.53197279,hc
23.60693878,sk
23.67324263,hc
23.74081633,sk
23.82077098,sk
23.88503401,sk
23.96290249,k
24.05183673,sk
24.11614512,sk
24.19587302,k
24.28267574,sk
24.33609977,sk
24.41777778,k
24.59183673,sb
24.76866213,hc
24.83968254,hc
24.91310658,hc
24.99097506,sk
25.05088435,sk
25.13473923,sk
25.22185941,k
25.38494331,sk
25.48435374,k
26.17804989,sb
26.65102041,br
26.96362812,m
27.75918367,sk
28.2614966,sk
28.75165533,k
28.92403628,k
29.08358277,sb
29.76036281,v
29.79600907,k
29.85306122,v
29.95673469,sk
29.96031746,v
30.19437642,sk
30.19582766,v
30.33619048,k
30.5444898,sb
30.74526077,hc
30.91106576,k
30.96081633,v
31.09274376,sk
31.10893424,v
31.3154195,sk
31.32108844,v
31.5029932,k
31.58811791,v
31.66716553,hc
31.69596372,v
31.87278912,k
32.08408163,sb
32.28634921,hc
32.44634921,hc
32.61877551,hc
32.8077551,k
32.96575964,hc
33.14675737,hc
33.32929705,k
33.50281179,sb
33.69705215,hc
33.81696145,k
33.87650794,v
34.02208617,sk
34.03201814,v
34.21387755,sk
34.21614512,v
34.38208617,k
34.54376417,sk
34.56353741,hc
34.58480726,v
34.75782313,k
34.96131519,sb
35.1614059,hc
35.32498866,hc
35.50848073,hc
35.6814966,k
35.75029478,v
35.84535147,sk
35.85705215,v
36.03156463,sk
36.04462585,v
36.20621315,k
36.39746032,sb
36.58907029,hc
36.75882086,k
36.82249433,v
36.94090703,sk
36.9507483,v
37.28217687,k
37.46335601,hc
37.48643991,v
37.62761905,k
37.84027211,sb
38.03138322,hc
38.1893424,hc
38.35283447,hc
38.52965986,k
38.69959184,hc
38.88920635,hc
39.03487528,k
39.20888889,sb
39.39478458,hc
39.55229025,k
39.57913832,v
39.70884354,sk
39.71328798,v
39.92244898,sk
39.93038549,v
40.09750567,k
40.25678005,sk
40.29773243,v
40.44843537,k
40.65501134,sb
40.85764172,hc
41.02852608,hc
41.19596372,hc
41.36303855,k
41.5461678,sk
41.61251701,sk
41.7014966,sk
41.76956916,sk
41.86875283,k
42.03251701,sb
42.2184127,sk
42.36326531,k
42.41469388,v
42.53941043,sk
42.54054422,v
42.73219955,sk
42.73587302,v
42.88603175,k
43.06439909,sk
43.09043084,v
43.23356009,k
43.4354195,sb
43.62684807,sk
43.77941043,sk
43.94408163,sk
44.10897959,k
44.26761905,sk
44.33210884,sk
44.41963719,sk
44.48526077,sk
44.58471655,k
44.73160998,sb
44.91986395,sk
45.04816327,k
45.11863946,v
45.24222222,sk
45.2476644,v
45.43006803,sk
45.43201814,v
45.5584127,k
45.68326531,v
45.73024943,sk
45.74875283,v
45.89129252,k
46.08507937,sb
46.25097506,br
46.42730159,sk
46.57900227,sk
46.77160998,k
46.93251701,sk
46.99804989,sk
47.09138322,sk
47.16063492,sk
47.24684807,k
47.40077098,sb
47.59115646,sk
47.73877551,k
47.78213152,v
47.89002268,sk
47.89614512,v
48.04943311,sk
48.0553288,v
48.20136054,k
48.37219955,sk
48.39351474,v
48.53755102,k
48.72335601,sb
48.90095238,sk
49.00829932,k
49.0339229,k
49.09351474,v
49.20929705,sk
49.22575964,v
49.38521542,sk
49.39011338,v
49.50780045,k
49.66421769,v
49.85764172,k
50.04888889,sb
50.22190476,sk
50.29573696,sk
50.38376417,sk
50.43968254,sk
50.51718821,sk
50.59723356,sk
