Timestamp,Type
6.855691609,x
7.134331065,x
7.386848072,x
7.656780045,x
7.69015873,x
7.727891156,x
7.762721088,x
7.800453514,x
7.841814058,x
8.167619047,x
8.655238095,x
8.933877551,k
9.206712018,hc
9.273106575,br
9.486258503,sb
9.738231292,hc
9.893514739,k
9.993877551,hc
10.1122449,t
10.25034014,k
10.53460317,k
10.80979592,hc
10.89142857,br
11.09823129,k
11.35918367,hc
11.44693878,br
11.63156463,k
11.86394558,hc
12.04081633,k
12.16938776,?
12.27759637,k
12.41827664,k
12.69913832,k
12.98324263,s
13.05,hc
13.14412698,?
13.2384127,k
13.49981859,hc
13.59183673,br
13.78394558,k
14.01179138,hc
14.17614512,s
14.27047619,hc
14.40072562,?
14.54367347,k
14.81505669,s
15.04471655,hc
15.19564626,t
15.24285714,t
15.31020408,t
15.35306122,t
15.57986395,hc
15.71977324,t
15.76018141,t
15.8244898,t
16.1,hc
16.22412698,t
16.27451247,t
16.32244898,t
16.35283447,t
16.60204082,hc
16.77387755,k
16.9,sk
17.16122449,hc
17.450839,k
17.51020408,ho
17.7461678,hc
17.88884354,k
18.01755102,sk
18.1552381,hc
18.27755102,k
18.34081633,ho
18.56530612,hc
18.69591837,k
18.81396825,hc
18.95891156,k
19.10058957,sk
19.22580499,?
19.34512472,hc
19.46825397,k
19.54539683,k
19.6244898,k
19.68471655,ho
19.87773243,hc
19.99405896,k
20.13895692,hc
20.26811791,hc
20.42040816,k
20.47709751,ho
20.68752834,hc
20.82975057,k
20.95566893,hc
21.10603175,k
21.24970522,sk
21.36938776,t
21.4377551,t
21.48061224,t
21.60816327,t
21.67346939,t
21.75206349,k
21.81804989,ho
22.02702948,hc
22.14267574,k
22.28485261,sk
22.44063492,hc
22.55673469,k
22.61913832,ho
22.83485261,hc
22.96888889,k
23.08498866,hc
23.21798186,k
23.37668934,sk
23.50507937,t
23.5724263,t
23.61732426,t
23.67918367,t
23.74104308,t
23.79891156,t
23.87959184,k
23.95573696,ho
24.14875283,hc
24.26303855,k
24.40888889,sk
24.55401361,hc
24.6831746,k
24.73070295,ho
24.96326531,ho
25.24480726,hc
25.33006803,ho
25.43891156,hc
25.54231293,s
25.77269841,br
26.10866213,k
26.15582766,ho
26.40108844,hc
26.498322,ho
26.5970068,hc
26.72544218,sk
26.81469388,ho
26.92789116,?
27.0244898,k
27.07156463,ho
27.29977324,hc
27.3929932,ho
